customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn
CUST03459,Male,0,No,Yes,56,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),59.98,No
CUST03460,Female,1,Yes,Yes,51,Yes,No phone service,No,No internet service,No internet service,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),86.7,No
CUST03461,Female,1,No,No,34,No,No phone service,No,No,No,No,Yes,No internet service,No,One year,Yes,Mailed check,120,No
CUST03462,Male,1,No,Yes,13,No,Yes,DSL,No internet service,No internet service,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),82.15,No
CUST03463,Female,1,No,Yes,13,No,No phone service,No,No internet service,No internet service,No internet service,No,No internet service,Yes,Two year,No,Mailed check,49.88,Yes
CUST03464,Female,1,Yes,No,32,No,Yes,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Two year,No,Mailed check,93.44,No
CUST03465,Female,0,Yes,No,51,Yes,No,DSL,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,51.3,No
CUST03466,Female,0,No,Yes,0,No,No phone service,DSL,Yes,No internet service,No,Yes,Yes,Yes,Two year,Yes,Electronic check,80.62,No
CUST03467,Male,0,No,No,33,Yes,Yes,No,Yes,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,84.23,No
CUST03468,Female,0,No,Yes,18,No,No,DSL,No internet service,No,No,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),76.93,Yes
CUST03469,Male,1,No,No,23,No,No phone service,DSL,No internet service,No,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),52.19,No
CUST03470,Male,0,Yes,No,3,No,Yes,No,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,72.25,Yes
CUST03471,Female,1,No,Yes,35,No,Yes,DSL,Yes,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),54.92,No
CUST03472,Male,1,Yes,No,57,No,No,Fiber optic,No,No internet service,No,No,No internet service,Yes,One year,No,Electronic check,54.78,No
CUST03473,Female,0,Yes,No,31,Yes,No phone service,No,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,20.5,No
CUST03474,Female,0,Yes,No,8,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,66.31,Yes
CUST03475,Male,0,No,Yes,66,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,120,Yes
CUST03476,Male,0,Yes,No,19,No,Yes,Fiber optic,No,No internet service,No,No,No,No internet service,One year,Yes,Electronic check,18,Yes
CUST03477,Male,1,Yes,No,61,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),18,No
CUST03478,Male,1,No,Yes,57,No,Yes,DSL,Yes,Yes,No internet service,No internet service,No,No,Two year,No,Mailed check,71.72,No
CUST03479,Female,0,No,Yes,21,No,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,One year,No,Credit card (automatic),92.52,Yes
CUST03480,Female,1,No,No,66,Yes,No,No,No,No,No internet service,No,Yes,No,One year,No,Bank transfer (automatic),29.65,No
CUST03481,Female,1,Yes,No,47,Yes,Yes,No,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),76.48,No
CUST03482,Male,1,No,No,7,No,No,Fiber optic,No internet service,No internet service,No internet service,No,No,Yes,One year,No,Electronic check,65.15,Yes
CUST03483,Male,0,Yes,Yes,72,No,No,Fiber optic,No,No,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,51.93,No
CUST03484,Male,1,Yes,No,14,Yes,No phone service,No,No,No,Yes,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),81.44,No
CUST03485,Female,0,No,Yes,31,No,No,No,No internet service,Yes,No internet service,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),39.78,No
CUST03486,Male,0,Yes,Yes,52,Yes,No phone service,No,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,100.53,Yes
CUST03487,Female,1,Yes,No,66,Yes,No,No,Yes,No,No,No internet service,Yes,No,Two year,No,Mailed check,18,No
CUST03488,Male,1,Yes,No,3,No,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Yes,One year,No,Credit card (automatic),67.53,No
CUST03489,Female,0,Yes,Yes,29,No,No phone service,No,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,73.22,No
CUST03490,Female,1,No,No,12,No,Yes,DSL,No internet service,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),65.01,No
CUST03491,Male,1,Yes,No,20,No,No phone service,Fiber optic,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,54.62,Yes
CUST03492,Male,0,No,Yes,40,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,No internet service,One year,Yes,Credit card (automatic),88.87,No
CUST03493,Female,0,Yes,No,18,No,No,No,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),57.75,No
CUST03494,Female,0,Yes,Yes,47,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),24.47,No
CUST03495,Male,0,No,No,62,Yes,No phone service,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),49.5,Yes
CUST03496,Male,1,Yes,Yes,19,No,No phone service,DSL,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),72.87,Yes
CUST03497,Female,1,Yes,Yes,63,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,53.57,No
CUST03498,Male,0,Yes,No,36,No,Yes,DSL,No internet service,Yes,No,No,Yes,No internet service,Two year,Yes,Mailed check,60.26,No
CUST03499,Female,0,Yes,Yes,30,No,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,One year,Yes,Electronic check,93.19,No
CUST03500,Female,0,Yes,Yes,17,Yes,No,DSL,Yes,Yes,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),52.09,Yes
CUST03501,Male,1,Yes,No,19,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),67.15,No
CUST03502,Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,Yes,Two year,No,Mailed check,64.14,No
CUST03503,Male,1,No,No,43,No,No,Fiber optic,No,No,No,Yes,No internet service,No,One year,No,Electronic check,102.23,No
CUST03504,Male,0,No,Yes,63,No,No phone service,No,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,71.46,No
CUST03505,Male,0,Yes,Yes,33,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,No,Electronic check,94.04,No
CUST03506,Female,0,Yes,Yes,64,No,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),48.41,Yes
CUST03507,Female,1,Yes,No,54,No,No phone service,No,No,No internet service,No internet service,No,No internet service,Yes,One year,No,Credit card (automatic),120,Yes
CUST03508,Male,1,No,Yes,0,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,94.92,No
CUST03509,Male,1,Yes,Yes,37,No,No,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),119.74,No
CUST03510,Male,0,No,No,8,Yes,Yes,DSL,No internet service,No,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),75.98,Yes
CUST03511,Female,1,Yes,Yes,70,Yes,No phone service,No,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),51.83,No
CUST03512,Male,1,Yes,No,16,Yes,Yes,No,Yes,No internet service,Yes,Yes,No internet service,No,One year,No,Mailed check,63.16,No
CUST03513,Male,0,Yes,No,51,No,No phone service,DSL,Yes,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),76.29,No
CUST03514,Female,0,No,No,17,Yes,No phone service,No,Yes,No,No internet service,Yes,Yes,No,One year,No,Credit card (automatic),75.89,Yes
CUST03515,Female,1,Yes,Yes,62,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Mailed check,57.73,No
CUST03516,Male,1,No,Yes,32,Yes,No,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),69.58,No
CUST03517,Male,1,Yes,Yes,3,Yes,No phone service,No,No internet service,Yes,No,No,Yes,No internet service,Two year,Yes,Mailed check,77.64,No
CUST03518,Male,1,Yes,No,51,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),45.57,No
CUST03519,Female,0,No,No,8,Yes,No phone service,No,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.95,No
CUST03520,Male,0,Yes,No,63,No,No,Fiber optic,No,No,Yes,Yes,No internet service,Yes,One year,Yes,Electronic check,110.13,No
CUST03521,Male,0,Yes,Yes,29,Yes,Yes,No,No internet service,No,No internet service,Yes,No,No,One year,No,Bank transfer (automatic),106.01,Yes
CUST03522,Male,1,Yes,Yes,7,No,No phone service,No,Yes,No internet service,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),46.18,No
CUST03523,Female,1,Yes,Yes,4,No,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),120,No
CUST03524,Female,0,No,Yes,62,No,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No,Yes,One year,No,Electronic check,46.11,No
CUST03525,Male,0,No,Yes,0,No,No phone service,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),82.21,Yes
CUST03526,Male,1,Yes,No,14,Yes,No phone service,DSL,No,Yes,Yes,No internet service,Yes,No,One year,Yes,Credit card (automatic),109.86,No
CUST03527,Female,1,Yes,Yes,37,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No,One year,Yes,Mailed check,46.08,Yes
CUST03528,Female,0,No,No,41,No,No,DSL,No,Yes,No,No,No internet service,No,Month-to-month,No,Mailed check,36.17,No
CUST03529,Female,0,Yes,No,45,No,No,DSL,No,No internet service,No internet service,No,Yes,No,Two year,No,Bank transfer (automatic),84.72,No
CUST03530,Female,0,No,Yes,52,No,No phone service,DSL,Yes,No internet service,No internet service,Yes,Yes,No,One year,No,Electronic check,67.86,No
CUST03531,Female,1,Yes,No,25,Yes,No phone service,DSL,No internet service,No,No,No,No,Yes,Month-to-month,No,Electronic check,59.59,No
CUST03532,Female,1,No,Yes,60,No,No phone service,No,No,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.34,No
CUST03533,Female,1,No,Yes,66,No,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,109.52,No
CUST03534,Female,1,No,No,53,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),77.55,No
CUST03535,Female,1,No,Yes,21,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),90.63,No
CUST03536,Male,1,Yes,Yes,25,Yes,No,No,No internet service,No,Yes,No,Yes,No internet service,Two year,No,Credit card (automatic),104.95,No
CUST03537,Male,0,Yes,No,59,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),18,No
CUST03538,Male,0,No,No,38,Yes,No,DSL,No,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,75.37,No
CUST03539,Female,1,No,No,35,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,24.52,No
CUST03540,Male,0,No,No,20,No,Yes,DSL,No internet service,No,Yes,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),92.52,No
CUST03541,Female,1,No,No,40,No,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,One year,No,Credit card (automatic),110.4,No
CUST03542,Female,0,Yes,No,47,Yes,No phone service,No,No,No internet service,No,No,No internet service,No,One year,No,Credit card (automatic),67.32,No
CUST03543,Male,1,No,Yes,25,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),67.93,No
CUST03544,Female,0,No,Yes,62,Yes,No phone service,No,Yes,Yes,Yes,No internet service,Yes,No,One year,Yes,Credit card (automatic),87.23,Yes
CUST03545,Male,0,No,Yes,35,No,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),84.28,No
CUST03546,Male,1,No,No,23,Yes,No,DSL,No internet service,No,No,No,No,No,Two year,Yes,Electronic check,63.37,No
CUST03547,Male,1,No,Yes,20,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),91.22,No
CUST03548,Female,0,No,No,17,No,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Electronic check,62.93,No
CUST03549,Male,0,No,Yes,14,No,No phone service,Fiber optic,No internet service,No,No,Yes,No internet service,No,One year,No,Mailed check,79.19,No
CUST03550,Female,1,Yes,No,5,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,32.38,Yes
CUST03551,Male,0,No,Yes,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,104.54,Yes
CUST03552,Male,1,No,No,30,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,43.83,No
CUST03553,Male,1,No,No,27,Yes,No phone service,DSL,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,79.5,No
CUST03554,Female,0,Yes,No,7,Yes,Yes,No,No internet service,No,No,No,No internet service,Yes,Two year,Yes,Electronic check,36.19,Yes
CUST03555,Female,1,Yes,No,28,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),56.7,No
CUST03556,Female,0,Yes,Yes,20,No,No,DSL,No,No,No internet service,No,No internet service,No internet service,Two year,No,Credit card (automatic),54.51,Yes
CUST03557,Male,0,No,Yes,57,No,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,85.67,No
CUST03558,Male,1,No,No,59,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,114.34,No
CUST03559,Female,0,No,No,49,No,Yes,DSL,No,No,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,47.09,No
CUST03560,Female,1,Yes,No,30,No,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,One year,Yes,Electronic check,42.63,No
CUST03561,Female,1,No,Yes,46,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Two year,No,Credit card (automatic),101.19,No
CUST03562,Female,1,Yes,No,33,Yes,No,No,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.59,Yes
CUST03563,Female,0,Yes,No,1,No,Yes,DSL,Yes,No,Yes,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),120,No
CUST03564,Female,1,Yes,Yes,66,Yes,No,No,No internet service,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),38.19,No
CUST03565,Male,0,Yes,No,71,No,No,No,No,Yes,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),91.78,No
CUST03566,Female,1,Yes,No,51,No,Yes,No,No internet service,No internet service,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,23.9,No
CUST03567,Male,1,No,Yes,6,Yes,Yes,No,No,No internet service,Yes,Yes,No,Yes,Two year,Yes,Electronic check,39.49,No
CUST03568,Male,1,No,No,18,Yes,No,DSL,Yes,No internet service,No,Yes,No,No,One year,No,Mailed check,40.61,Yes
CUST03569,Female,0,Yes,No,14,No,No phone service,DSL,Yes,No internet service,No,No internet service,No,No,One year,No,Electronic check,52.07,Yes
CUST03570,Female,0,No,Yes,47,No,Yes,DSL,No internet service,No,No internet service,No,No internet service,Yes,One year,No,Mailed check,94.85,No
CUST03571,Male,1,No,No,13,No,No,No,No,Yes,No internet service,Yes,Yes,Yes,One year,No,Electronic check,68.84,Yes
CUST03572,Female,1,Yes,Yes,2,No,No phone service,Fiber optic,No,No,No,No internet service,No internet service,No,One year,No,Mailed check,104.25,Yes
CUST03573,Female,0,Yes,No,49,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),94.21,No
CUST03574,Male,0,No,No,53,No,Yes,No,Yes,Yes,No internet service,Yes,No,Yes,One year,Yes,Electronic check,40.25,No
CUST03575,Male,0,No,No,5,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No,One year,Yes,Electronic check,66.79,Yes
CUST03576,Male,1,No,No,48,No,No,No,Yes,No,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),106.71,Yes
CUST03577,Female,0,No,No,22,No,No,No,Yes,Yes,Yes,Yes,No,No internet service,Two year,No,Mailed check,44.37,No
CUST03578,Male,1,Yes,Yes,19,Yes,Yes,No,No,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,87.22,No
CUST03579,Female,0,No,No,59,Yes,No phone service,No,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),48.25,Yes
CUST03580,Male,1,Yes,No,44,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,41.42,No
CUST03581,Male,1,Yes,Yes,60,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,One year,No,Mailed check,61.06,Yes
CUST03582,Male,1,No,Yes,55,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,36.73,No
CUST03583,Female,0,No,No,1,No,Yes,DSL,No internet service,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),107.28,No
CUST03584,Female,0,No,Yes,44,No,No,No,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,18,Yes
CUST03585,Male,0,Yes,No,39,No,No phone service,DSL,No internet service,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,85.61,No
CUST03586,Male,1,Yes,Yes,23,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.46,Yes
CUST03587,Male,1,Yes,Yes,28,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,Two year,No,Electronic check,56.29,No
CUST03588,Female,0,Yes,No,66,Yes,No,No,Yes,No,No,No,No internet service,No,Two year,Yes,Electronic check,18,No
CUST03589,Male,1,No,Yes,67,No,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),83.65,Yes
CUST03590,Female,1,Yes,No,65,Yes,No phone service,No,No internet service,Yes,Yes,Yes,No internet service,Yes,Two year,No,Mailed check,56.59,No
CUST03591,Male,1,Yes,Yes,53,No,No phone service,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),51.29,No
CUST03592,Male,0,No,Yes,52,No,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),105.73,No
CUST03593,Male,1,Yes,Yes,48,No,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),114.03,No
CUST03594,Male,0,Yes,No,31,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,Two year,Yes,Electronic check,54.73,No
CUST03595,Male,0,No,No,60,No,No,No,No,No,No internet service,No,No internet service,Yes,One year,Yes,Credit card (automatic),46.76,No
CUST03596,Male,0,Yes,Yes,41,No,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),18,No
CUST03597,Female,0,Yes,No,0,No,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),22.02,Yes
CUST03598,Male,0,Yes,No,62,Yes,Yes,DSL,Yes,No,No internet service,Yes,Yes,No,Two year,No,Electronic check,46.47,No
CUST03599,Female,1,Yes,No,34,No,Yes,No,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),102.26,No
CUST03600,Male,0,No,Yes,50,Yes,No phone service,No,No internet service,No,No,No internet service,Yes,Yes,One year,Yes,Mailed check,83.56,Yes
CUST03601,Male,0,Yes,No,70,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),101.74,No
CUST03602,Female,0,No,Yes,44,No,Yes,DSL,No,Yes,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),90.83,No
CUST03603,Male,1,Yes,Yes,64,No,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No,No,Two year,Yes,Credit card (automatic),70.02,No
CUST03604,Female,1,No,Yes,13,Yes,No,No,No internet service,No,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),72.85,No
CUST03605,Female,1,No,Yes,2,No,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,86.14,Yes
CUST03606,Male,1,No,Yes,23,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),63.3,No
CUST03607,Female,0,Yes,No,64,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),79.51,No
CUST03608,Female,0,Yes,No,47,Yes,No,DSL,No,No,Yes,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),80.85,No
CUST03609,Male,1,Yes,Yes,9,No,No,Fiber optic,Yes,No,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,77.3,No
CUST03610,Female,1,No,No,12,Yes,No phone service,DSL,No internet service,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),52.99,No
CUST03611,Male,1,Yes,No,72,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,No,One year,No,Credit card (automatic),110.15,No
CUST03612,Male,1,Yes,No,13,No,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,109.74,No
CUST03613,Male,0,Yes,No,9,No,Yes,No,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),32.09,No
CUST03614,Male,1,Yes,No,39,Yes,No phone service,DSL,Yes,No internet service,No,No,No,No internet service,Month-to-month,No,Mailed check,18,Yes
CUST03615,Female,1,No,No,22,Yes,Yes,No,No internet service,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),56.76,Yes
CUST03616,Male,1,No,No,54,Yes,Yes,DSL,No,No internet service,No,No,Yes,Yes,Two year,No,Electronic check,45.99,No
CUST03617,Male,1,Yes,Yes,62,No,No phone service,DSL,Yes,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Electronic check,20.61,No
CUST03618,Female,1,Yes,Yes,70,Yes,No,DSL,Yes,No internet service,No,Yes,No,Yes,One year,No,Mailed check,58.71,No
CUST03619,Male,1,Yes,Yes,41,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,No,One year,No,Electronic check,112.81,Yes
CUST03620,Male,1,No,No,65,No,No phone service,Fiber optic,No,No,No internet service,No,No,Yes,One year,No,Mailed check,83.72,No
CUST03621,Female,0,Yes,No,72,No,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,One year,No,Mailed check,94.57,No
CUST03622,Female,0,No,Yes,46,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,Yes,No internet service,Two year,No,Electronic check,109.68,No
CUST03623,Female,0,No,No,51,No,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,One year,Yes,Electronic check,93.14,No
CUST03624,Female,0,Yes,No,17,Yes,No phone service,No,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),65.04,No
CUST03625,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Two year,No,Credit card (automatic),105.05,Yes
CUST03626,Female,0,Yes,Yes,23,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,No internet service,Month-to-month,No,Mailed check,46.03,No
CUST03627,Female,1,No,Yes,22,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No internet service,One year,Yes,Electronic check,24.42,Yes
CUST03628,Male,1,No,No,11,Yes,No,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),111.98,No
CUST03629,Female,0,Yes,No,22,No,No phone service,No,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),116.13,Yes
CUST03630,Female,1,No,No,20,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),57.75,Yes
CUST03631,Female,0,Yes,Yes,63,No,No phone service,No,No,No,No internet service,No internet service,No,Yes,Two year,No,Credit card (automatic),53.97,No
CUST03632,Male,1,Yes,Yes,71,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,No internet service,No,One year,Yes,Mailed check,86.75,No
CUST03633,Male,1,No,No,33,No,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,One year,No,Bank transfer (automatic),37.11,No
CUST03634,Female,1,No,Yes,1,No,No,No,No internet service,No internet service,No,No internet service,Yes,No,One year,No,Electronic check,62.79,Yes
CUST03635,Female,1,No,Yes,68,No,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,77.04,No
CUST03636,Female,1,No,No,30,No,No phone service,No,Yes,Yes,No,No,Yes,No internet service,One year,No,Credit card (automatic),49.26,No
CUST03637,Male,1,Yes,Yes,67,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,102.98,No
CUST03638,Male,0,Yes,Yes,69,No,No,DSL,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),77.72,No
CUST03639,Female,0,Yes,Yes,18,Yes,No,DSL,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.91,No
CUST03640,Male,1,No,No,71,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,99.48,No
CUST03641,Female,0,Yes,No,12,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,74.55,No
CUST03642,Male,1,No,Yes,64,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,48.55,No
CUST03643,Male,0,No,No,5,No,Yes,No,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,107.94,Yes
CUST03644,Female,1,No,No,70,No,No,DSL,No internet service,No internet service,Yes,No,No internet service,No,One year,No,Bank transfer (automatic),69.23,No
CUST03645,Female,0,Yes,No,26,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,18,Yes
